Parcel Number,Class,County,Price,List Date,List Price,Selling Price,Selling Price,Days On Market,Days On MLS,Closed Date,Date History Status,Price / SqFt,List Price / SqFt,Sold Price/SqFt,Original Price,Date Price Change,How Sold Code,Address,City,State,Zip Code,SFHeatCool,Year Built,Baths,Bedrooms,Half-Baths,Condition,Listing Type,Listing Visibility Type,AddtRentYN,# Tenants,# Floors,Cap Rate %,Condition,Date Leased,For Comp Purposes Only Y/N,MLS Only Entry Y/N (No Services Provided),Number of Acres,Pass Thru Exp/SF Annual,Price/SqFt Annual,Price/SqFt Monthly,Sale/Rent,Short Sale Y/N,Taxes - Annual,Total # of Units,# of Garage Spaces,Garage Y/N,Net Operating Income,Pool Y/N,Zoning,Bank Owned Y/N,Auction
09516-000-000,RE,Alachua,"$247,000 ",5/29/2019,"$240,000 ","$247,000 ",,51,45,7/19/2019,7/22/2019,,$148.33 ,$152.66 ,"$245,000 ",7/22/2019,CONVENTIONAL,1106 NW 10th Street,Gainesville,FL,32601,"1,618",1948,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,010 ",,,No,,Yes,,No,No
06426-045-000,RE,Alachua,"$199,000 ",5/3/2017,"$209,000 ","$199,000 ",,430,430,7/9/2018,7/13/2018,,$94.96 ,$90.41 ,"$249,000 ",7/13/2018,CONVENTIONAL,1926 NW 27th Street,Gainesville,FL,32605,"2,201",1983,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,329 ",,,No,,Yes,,No,No
06439-010-058,RE,Alachua,"$390,000 ",6/17/2019,"$395,000 ","$390,000 ",,63,63,8/19/2019,8/19/2019,,$174.55 ,$172.34 ,"$395,000 ",8/19/2019,CASH,2325 NW 13th Place,Gainesville,FL,32605-5143,"2,263",1989,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,114 ",,2,Yes,,No,A-1,No,No
06484-085-000,RE,Alachua,"$169,500 ",4/26/2018,"$174,000 ","$169,500 ",,98,98,8/2/2018,8/8/2018,,$117.41 ,$114.37 ,"$174,000 ",8/8/2018,FHA,117 NW 36TH Drive,Gainesville,FL,32607,"1,482",1956,2,3,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,645 ",,,No,,No,RSF-1,No,No
07054-100-040,RE,Alachua,"$210,000 ",10/28/2016,"$213,000 ","$210,000 ",,145,146,3/22/2017,7/18/2017,,$115.20 ,$113.57 ,"$229,000 ",7/18/2017,OTHER,8211 SW 61st Pl Place,Gainesville,FL,32608,"1,849",1998,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$2,365 ",,2,Yes,,No,,No,No
06023-030-066,RE,Alachua,"$230,000 ",5/23/2018,"$224,900 ","$230,000 ",,37,37,6/29/2018,7/2/2018,,$151.04 ,$154.47 ,"$229,900 ",7/2/2018,CASH,6803 NW 53RD Terrace,Gainesville,FL,32653,"1,489",1982,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,832 ",,2,Yes,,Yes,,No,No
06048-020-010,RE,Alachua,"$209,997 ",1/23/2019,"$204,997 ","$209,997 ",,44,44,3/8/2019,3/11/2019,,$140.70 ,$144.13 ,"$204,997 ",3/11/2019,FHA,6016 NW 44TH Place,Gainesville,FL,32606,"1,457",1990,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,924 ",,2,Yes,,No,,No,No
04215-001-001,RE,Alachua,"$259,000 ",11/10/2018,"$267,750 ","$259,000 ",,48,48,12/28/2018,12/28/2018,,$112.55 ,$108.87 ,"$267,750 ",12/28/2018,CONVENTIONAL,13123 NW 39TH Avenue,Gainesville,FL,32606,"2,379",1974,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,573 ",,2,Yes,,No,,No,No
16134-008-000,RE,Alachua,"$94,900 ",2/16/2018,"$97,500 ","$94,900 ",,72,70,5/4/2018,5/7/2018,,$89.29 ,$86.90 ,"$95,000 ",5/7/2018,FHA,3290 SE 18 Avenue,Gainesville,FL,32641,"1,092",1973,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,665 ",,,No,,No,,No,No
17940-122-000,RE,Alachua,"$145,000 ",5/24/2019,"$145,000 ","$145,000 ",,60,59,7/23/2019,7/24/2019,,$95.21 ,$95.21 ,"$145,000 ",5/25/2019,CONVENTIONAL,120 SE 73rd Terrace,Gainesville,FL,32635,"1,523",1965,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,493 ",,,No,,No,,No,No
17940-179-000,RE,Alachua,"$105,000 ",11/19/2018,"$110,000 ","$105,000 ",,149,149,4/17/2019,4/17/2019,,$81.48 ,$77.78 ,"$115,000 ",4/17/2019,FHA,520 SE 72 Street,Gainesville,FL,32641,"1,350",1983,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,750 ",,,No,,No,,No,No
06672-100-040,RE,Alachua,"$290,000 ",1/16/2019,"$290,000 ","$290,000 ",,62,62,3/19/2019,3/20/2019,,$141.39 ,$141.39 ,"$290,000 ",1/16/2019,CASH,8422 SW 10th Avenue,Gainesville,FL,32607,"2,051",2002,2,3,0,Other,Exclusive Agency,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,057 ",,2,Yes,,No,,No,No
06075-030-054,RE,Alachua,"$233,000 ",7/11/2018,"$229,900 ","$233,000 ",,93,93,10/12/2018,10/15/2018,,$133.74 ,$135.54 ,"$229,900 ",10/15/2018,CONVENTIONAL,4110 NW 34TH Terrace,Gainesville,FL,32605,"1,719",1994,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,295 ",,2,Yes,,No,,No,No
6405001006,RE,Alachua,"$315,000 ",1/3/2018,"$315,000 ","$315,000 ",,55,55,2/27/2018,2/28/2018,,$149.43 ,$149.43 ,"$315,000 ",1/3/2018,CONVENTIONAL,3535 NW 14 Avenue,Gainesville,FL,32605-4824,"2,108",1968,2,4,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,685 ",,2,Yes,,Yes,,No,No
11127-001-000,RE,Alachua,"$99,000 ",6/11/2019,"$105,000 ","$99,000 ",,41,41,7/22/2019,7/22/2019,,$109.38 ,$103.13 ,"$105,000 ",7/22/2019,CONVENTIONAL,2111 NE 4 Avenue,Gainesville,FL,32641,960,1966,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$700 ,,,No,,No,,No,No
06113-010-001,RE,Alachua,"$159,900 ",4/12/2018,"$159,900 ","$159,900 ",,64,64,6/15/2018,6/19/2018,,$110.66 ,$110.66 ,"$159,900 ",4/12/2018,VA,5308 NW 38TH Place,Gainesville,FL,32606,"1,445",1983,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,638 ",,,No,,No,,No,No
10886-010-015,RE,Alachua,"$125,000 ",3/13/2019,"$127,000 ","$125,000 ",,51,51,5/3/2019,5/9/2019,,$94.00 ,$92.52 ,"$125,000 ",5/9/2019,FHA,4542 SE 6Th Avenue,Gainesville,FL,32641,"1,351",2005,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,510 ",,1,Yes,,No,,Yes,Yes
04211-331-093,RE,Alachua,"$237,900 ",5/15/2017,"$237,900 ","$237,900 ",,37,37,6/21/2017,6/21/2017,,$127.29 ,$127.29 ,"$237,900 ",5/15/2017,CONVENTIONAL,11338 NW 33rd Avenue,Gainesville,FL,32606,"1,869",2001,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$4,304 ",,2,Yes,,No,,No,No
06656-700-012,RE,Alachua,"$173,502 ",7/30/2019,"$185,000 ","$173,502 ",,42,42,9/10/2019,9/12/2019,,$144.31 ,$135.34 ,"$185,000 ",9/12/2019,CONVENTIONAL,7620 SW 3rd Place,Gainesville,FL,32607,"1,282",1980,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,000 ",,2,Yes,,No,,No,No
06383-029-016,RE,Alachua,"$275,000 ",7/4/2018,"$275,000 ","$275,000 ",,47,47,8/20/2018,8/23/2018,,$101.55 ,$101.55 ,"$249,900 ",7/12/2018,CONVENTIONAL,4401 NW 19th Ave,Gainesville,FL,32605,"2,708",1969,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,492 ",,,No,,Yes,,No,No
06234-110-029,RE,Alachua,"$289,500 ",8/7/2019,"$287,000 ","$289,500 ",,55,55,10/1/2019,10/1/2019,,$142.86 ,$144.10 ,"$287,000 ",10/1/2019,CASH,9220 NW 23rd Pl,Gainesville,FL,32606,"2,009",1999,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,435 ",,2,Yes,,No,,No,No
06855-028-000,RE,Alachua,"$172,172 ",11/1/2016,"$167,190 ","$172,172 ",,210,210,6/13/2017,6/16/2017,,$102.07 ,$105.11 ,"$195,000 ",6/16/2017,VA,3224 SW 100th Street,Gainesville,FL,32608,"1,638",1980,2,3,0,,Exclusive Right w/Except,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,590 ",,2,Yes,,Yes,,Undisclosed,No
06306-060-017,RE,Alachua,"$212,000 ",1/13/2017,"$225,000 ","$212,000 ",,49,49,3/3/2017,3/6/2017,,$110.08 ,$103.72 ,"$225,000,000 ",3/6/2017,CONVENTIONAL,1484 NW 106 Street,Gainesville,FL,32606,"2,044",2000,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,970 ",,2,Yes,,No,,No,No
06670-010-012,RE,Alachua,"$185,000 ",12/6/2016,"$189,900 ","$185,000 ",,57,56,2/7/2017,2/8/2017,,$124.44 ,$121.23 ,"$189,900 ",2/8/2017,OTHER,1020 SW 80th Terrace,Gainesville,FL,32607,"1,526",1990,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,478 ",,2,Yes,,Yes,PD,No,No
06009-010-023,RE,Alachua,"$224,000 ",11/16/2016,"$224,000 ","$224,000 ",,58,58,1/13/2017,1/17/2017,,$115.70 ,$115.70 ,"$224,000 ",11/16/2016,OTHER,4850 NW 81st Ave Avenue,Gainesville,FL,32653,"1,936",2010,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,741 ",,2,Yes,,No,,No,No
06014-020-094,RE,Alachua,"$152,000 ",7/21/2017,"$152,500 ","$152,000 ",,75,75,10/4/2017,10/6/2017,,$113.38 ,$113.01 ,"$152,500 ",10/6/2017,VA,5620 NW 29th Terrace,Gainesville,FL,32653,"1,345",1974,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,482 ",,1,Yes,,No,,No,No
07764-102-009,RE,Alachua,"$115,000 ",7/26/2019,"$125,000 ","$115,000 ",,48,48,9/12/2019,9/13/2019,,$65.10 ,$59.90 ,"$125,000 ",9/13/2019,CASH,13230 NE 34th Terrace,Gainesville,FL,32609,"1,920",2004,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$722 ,,,No,,No,,No,No
06114-026-000,RE,Alachua,"$220,000 ",5/11/2018,"$225,000 ","$220,000 ",,73,20,7/23/2018,9/25/2019,,$110.78 ,$108.32 ,"$225,000 ",9/25/2019,CONVENTIONAL,3520 NW 40th Terrace,Gainesville,FL,32606-6165,"2,031",1973,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$1,875 ",,2,Yes,,No,,No,No
08441-000-000,RE,Alachua,"$135,000 ",10/25/2018,"$145,000 ","$135,000 ",,39,39,12/3/2018,12/3/2018,,$119.93 ,$111.66 ,"$145,000 ",12/3/2018,CASH,509 NW 29TH Avenue,Gainesville,FL,32609,"1,209",2010,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,328 ",,1,Yes,,No,,Yes,No
05977-313-000,RE,Alachua,"$55,000 ",7/18/2018,"$74,900 ","$55,000 ",,18,18,8/7/2018,8/10/2018,,$78.02 ,$57.29 ,"$74,900 ",8/10/2018,CASH,8620 NW 13 Street 313,Gainesville,FL,32653-7965,960,1980,2,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$348 ,,,No,,No,PD,No,No
06020-030-056,RE,Alachua,"$189,900 ",6/28/2017,"$189,900 ","$189,900 ",,65,66,9/1/2017,9/1/2017,,$129.62 ,$129.62 ,"$189,900 ",6/27/2017,CONVENTIONAL,3936 NW 59th Avenue,Gainesville,FL,32653,"1,465",1995,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$2,288 ",,2,Yes,,No,,No,No
6076200068,RE,Alachua,"$165,000 ",6/11/2019,"$169,900 ","$165,000 ",,58,58,8/8/2019,8/8/2019,,$132.94 ,$129.11 ,"$169,900 ",8/8/2019,CONVENTIONAL,2631 NW 47th Avenue,Gainesville,FL,32605,"1,278",1981,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,110 ",,,No,,No,,No,No
04321-102-026,RE,Alachua,"$225,000 ",5/11/2017,"$230,000 ","$225,000 ",,38,38,6/19/2017,6/21/2017,,$121.76 ,$119.11 ,"$230,000 ",6/21/2017,CASH,11934 NW 10th Road,Gainesville,FL,32606,"1,889",2000,2,4,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,346 ",,2,Yes,,No,R-1A,No,No
04321-204-124,RE,Alachua,"$340,000 ",12/31/2018,"$355,000 ","$340,000 ",,248,248,9/5/2019,9/6/2019,,$138.13 ,$132.30 ,"$365,000 ",9/6/2019,CONVENTIONAL,1403 NW 120th Terrace,Gainesville,FL,32606,"2,570",2006,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,707 ",,3,Yes,,No,,No,No
06029-008-000,RE,Alachua,"$765,000 ",5/7/2019,"$858,000 ","$765,000 ",,80,80,7/26/2019,7/29/2019,,$144.61 ,$128.94 ,"$858,000 ",7/29/2019,CONVENTIONAL,6715 Millhopper Road,Gainesville,FL,32653,"5,933",2001,7,6,2,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$14,023 ",,3,Yes,,Yes,,No,No
07737-001-000,RE,Alachua,"$177,000 ",6/1/2016,"$179,000 ","$177,000 ",,233,234,1/20/2017,1/23/2017,,$102.46 ,$101.32 ,"$194,800 ",1/23/2017,OTHER,704 NE 156th Avenue,Gainesville,FL,32609,"1,747",1970,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,875 ",,,No,,No,,No,No
06383-030-021,RE,Alachua,"$260,000 ",2/21/2018,"$262,000 ","$260,000 ",,65,64,4/27/2018,4/30/2018,,$119.85 ,$118.94 ,"$262,000 ",4/30/2018,CONVENTIONAL,4431 NW 20 Place,Gainesville,FL,32605-3459,"2,186",1970,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,670 ",,2,Yes,,No,,No,No
11163-006-000,RE,Alachua,"$108,500 ",6/9/2017,"$109,900 ","$108,500 ",,52,52,7/31/2017,8/5/2017,,$85.33 ,$84.24 ,"$109,900 ",8/5/2017,CONVENTIONAL,325 NE 22nd Terrace,Gainesville,FL,32641,"1,288",1972,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,754 ",,1,Yes,,No,,Undisclosed,No
09018-023-000,RE,Alachua,"$267,000 ",9/24/2018,"$268,900 ","$267,000 ",,95,87,12/28/2018,1/4/2019,,$118.93 ,$118.09 ,"$299,900 ",1/4/2019,CASH,2006 NW 18th Lane,Gainesville,FL,32605,"2,261",1978,2,3,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,753 ",,2,Yes,,No,,No,No
09021-006-000,RE,Alachua,"$367,500 ",4/24/2019,"$370,000 ","$367,500 ",,7,7,5/1/2019,5/1/2019,,$179.09 ,$177.88 ,"$370,000 ",5/1/2019,CONVENTIONAL,1418 NW 17 Street,Gainesville,FL,32605,"2,066",1954,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$5,306 ",,2,Yes,,Yes,,No,No
10246-007-000,RE,Alachua,"$169,000 ",11/9/2018,"$169,000 ","$169,000 ",,119,119,3/8/2019,3/11/2019,,$105.56 ,$105.56 ,"$185,000 ",1/10/2019,CONVENTIONAL,2214 NE 7th Street,Gainesville,FL,32609,"1,601",1955,1,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,250 ",,,No,,No,RSF-1,No,No
 06529-003-000,RE,Alachua,"$107,000 ",8/15/2017,"$110,000 ","$107,000 ",,28,28,9/12/2017,9/13/2017,,$100.73 ,$97.99 ,"$110,000 ",9/13/2017,CASH,3829 SW 2nd Avenue,Gainesville,FL,32607,"1,092",1973,1,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,002 ",,,No,,No,,No,No
07234-002-000,RE,Alachua,"$140,000 ",11/2/2018,"$140,000 ","$140,000 ",,24,24,11/26/2018,11/26/2018,,$58.00 ,$58.00 ,"$140,000 ",11/2/2018,CASH,8128 SW 44 Terrace,Gainesville,FL,32608,"2,414",1981,2,3,1,Handyman Special,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,832 ",,2,Yes,,No,,No,No
06858-010-011,RE,Alachua,"$241,750 ",3/4/2019,"$245,000 ","$241,750 ",,53,53,4/26/2019,4/26/2019,,$123.43 ,$121.79 ,"$245,000 ",4/26/2019,CONVENTIONAL,7803 SW 51 Boulevard,Gainesville,FL,32608,"1,985",1999,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$4,614 ",,2,Yes,,No,R-1A,No,No
07764-102-012,RE,Alachua,"$116,500 ",7/17/2016,"$119,900 ","$116,500 ",,213,192,2/15/2017,2/16/2017,,$65.66 ,$63.80 ,"$135,000 ",2/16/2017,OTHER,13321 NE 32nd Terrace,Gainesville,FL,32609,"1,826",1998,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$855 ,,,No,,No,,No,No
08986-002-000,RE,Alachua,"$150,000 ",3/10/2018,"$154,900 ","$150,000 ",,47,47,4/26/2018,5/11/2018,,$153.06 ,$148.22 ,"$154,900 ",5/11/2018,VA,3509 NW 17th Terrace,Gainesville,FL,32605,"1,012",1958,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,851 ",,,No,,No,,No,No
10804-018-000,RE,Alachua,"$145,000 ",11/13/2018,"$149,900 ","$145,000 ",,107,108,2/28/2019,2/28/2019,,$130.35 ,$126.09 ,"$155,000 ",2/28/2019,CONVENTIONAL,1709 NE 15th Street,Gainesville,FL,32609,"1,150",1979,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,918 ",,,No,,No,,No,No
13510-002-000,RE,Alachua,"$125,000 ",10/3/2018,"$124,900 ","$125,000 ",,221,221,5/20/2019,5/20/2019,,$117.17 ,$117.26 ,"$144,900 ",5/20/2019,CONVENTIONAL,735 NW 7 Street,Gainesville,FL,32601,"1,066",1940,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,184 ",,,No,,No,,No,No
06017-035-001,RE,Alachua,"$195,000 ",4/9/2018,"$199,900 ","$195,000 ",,256,256,12/21/2018,12/26/2018,,$109.84 ,$107.14 ,"$220,000 ",12/26/2018,FHA,6717 NW 37TH Terrace,Gainesville,FL,32653,"1,820",1990,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,966 ",,2,Yes,,No,PD,No,No
06023-010-001,RE,Alachua,"$130,000 ",4/19/2018,"$140,000 ","$130,000 ",,57,57,6/15/2018,6/18/2018,,$81.49 ,$75.67 ,"$140,000 ",6/18/2018,CASH,5629 NW 52ND Terrace,Gainesville,FL,32653,"1,718",1980,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$2,819 ",,2,Yes,,No,,No,No
06067-020-096,RE,Alachua,"$289,000 ",9/17/2017,"$289,000 ","$289,000 ",,194,194,5/15/2018,5/16/2018,,$108.56 ,$108.56 ,"$305,000 ",4/17/2018,CASH,4428 NW 36th Terrace,Gainesville,FL,32605,"2,662",1997,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,738 ",,2,Yes,,No,,No,No
14818-000-000,RE,Alachua,"$241,000 ",5/19/2017,"$249,900 ","$241,000 ",,42,41,6/30/2017,7/3/2017,,$198.18 ,$191.12 ,"$249,900 ",7/3/2017,CASH,22 NW 21st Street,Gainesville,FL,32603,"1,261",1941,1,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,666 ",,1,Yes,,No,RSF-4,No,No
06860-010-075,RE,Alachua,"$214,500 ",11/9/2017,"$207,000 ","$214,500 ",,244,244,8/9/2018,8/13/2018,,$128.33 ,$132.98 ,"$227,000 ",8/13/2018,FHA,5425 SW 83rd Terrace,Gainesville,FL,32608,"1,613",1987,3,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,Yes,,,,,For Sale,No,"$3,823 ",,2,Yes,,No,,No,No
10884-049-000,RE,Alachua,"$80,000 ",10/1/2017,"$83,999 ","$80,000 ",,127,127,2/5/2018,2/12/2018,,$69.94 ,$66.61 ,"$84,999 ",2/12/2018,CASH,111 NE 45th Street,Gainesville,FL,32641-6093,"1,201",1955,1,2,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,$771 ,,,No,,Yes,,No,No
07061-020-033,RE,Alachua,"$249,900 ",9/26/2018,"$249,900 ","$249,900 ",,51,51,11/16/2018,11/16/2018,,$134.14 ,$134.14 ,"$249,900 ",9/26/2018,CONVENTIONAL,6840 SW 80TH Drive,Gainesville,FL,32608,"1,863",1998,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$4,344 ",,2,Yes,,No,,No,No
06037-060-006,RE,Alachua,"$425,000 ",1/8/2018,"$425,000 ","$425,000 ",,357,355,12/31/2018,1/4/2019,,$92.69 ,$92.69 ,"$499,000 ",1/4/2019,CONVENTIONAL,5925 NW 95th Way,Gainesville,FL,32653,"4,585",1985,4,5,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$10,492 ",,2,Yes,,No,PD,No,No
4321401067,RE,Alachua,"$228,000 ",10/22/2019,"$239,999 ","$228,000 ",,41,41,12/2/2019,12/3/2019,,$135.06 ,$128.31 ,"$239,999 ",12/3/2019,CONVENTIONAL,11526 NW 16th Place,Gainesville,FL,32606,"1,777",1997,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,721 ",,2,Yes,,No,,No,No
04329-001-002,RE,Alachua,"$250,000 ",3/23/2017,"$264,900 ","$250,000 ",,105,106,7/6/2017,7/6/2017,,$148.99 ,$140.61 ,"$264,900 ",7/6/2017,CONVENTIONAL,705 SW 122nd Street,Gainesville,FL,32607,"1,778",1979,2,3,1,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,060 ",,3,Yes,,No,R-1A,No,No
18119-000-000,RE,Alachua,"$259,000 ",4/8/2019,"$249,900 ","$259,000 ",,45,45,5/23/2019,5/24/2019,,$132.15 ,$136.96 ,"$249,900 ",5/24/2019,CASH,9215 SE County Road 2082,Gainesville,FL,32641,"1,891",1987,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,476 ",,2,Yes,,No,,No,No
06657-015-043,RE,Alachua,"$174,000 ",10/31/2016,"$179,000 ","$174,000 ",,60,61,12/30/2016,1/3/2017,,$125.61 ,$122.11 ,"$179,000 ",1/3/2017,OTHER,528 NW 98 Street,Gainesville,FL,32607,"1,425",1979,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,461 ",,2,Yes,,No,,No,No
06672-500-207,RE,Alachua,"$399,900 ",8/27/2018,"$399,900 ","$399,900 ",,48,48,10/23/2018,10/25/2018,,$158.06 ,$158.06 ,"$399,900 ",8/27/2018,CONVENTIONAL,8514 SW 15th Lane,Gainesville,FL,32607,"2,530",2004,2,4,1,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$5,357 ",,2,Yes,,Yes,,No,No
07098-102-081,RE,Alachua,"$304,000 ",10/31/2018,"$304,000 ","$304,000 ",,152,151,4/17/2019,4/30/2019,,$143.94 ,$143.94 ,"$321,000 ",2/6/2019,CONVENTIONAL,8545 SW 76th Place,Gainesville,FL,32608,"2,112",2005,2,4,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$3,811 ",,2,Yes,,No,,No,No
06858-020-096,RE,Alachua,"$269,000 ",10/11/2019,"$269,000 ","$269,000 ",,47,47,11/27/2019,11/27/2019,,$136.69 ,$136.69 ,"$269,000 ",10/11/2019,FHA,5130 SW 81ST Drive,Gainesville,FL,32608,"1,968",2001,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,567 ",,2,Yes,,No,,No,No
06321-010-013,RE,Alachua,"$226,000 ",7/11/2018,"$226,000 ","$226,000 ",,42,42,9/17/2018,9/18/2018,,$164.36 ,$164.36 ,"$218,500 ",8/16/2018,FHA,8737 NW 20th Lane,Gainesville,FL,32606-9196,"1,375",2003,2,3,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$2,711 ",,2,Yes,,No,,No,No
07730-002-000,RE,Alachua,"$25,501 ",1/5/2017,"$37,900 ","$25,501 ",,29,29,2/3/2017,11/7/2017,,$21.27 ,$14.31 ,"$37,900 ",11/7/2017,CASH,1108 NE 156th Avenue,Gainesville,FL,32609,"1,782",1988,2,3,0,,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,550 ",,,No,,No,,Undisclosed,No
10172-000-000,RE,Alachua,"$133,000 ",2/1/2019,"$139,000 ","$133,000 ",,59,59,4/1/2019,4/23/2019,,$180.99 ,$173.18 ,"$139,000 ",4/23/2019,CONVENTIONAL,1815 NE 8th street,Gainesville,FL,32609,768,1959,1,2,0,Other,Exclusive Right of Sale,MLS Listing,,,,,,,No,No,,,,,For Sale,No,"$1,509 ",,,No,,No,,No,No
